is_fire,date,lon,lat,confidence,line_number,elevation,land_cover_class,NDVI_5B,EVI_5B,LAI_5B,FPAR_5B,LST_5B,SW_radiation_5B,MOD13Q1_SummaryQA_0_1-5B,MCD15A3H_FparLai_QC_bit0-5B,MCD15A3H_FparLai_QC_3_4-5B,MOD21A1D_QC_0_1-5B,MOD21A1D_QC_4_5-5B,MCD18A1_DSR_Quality_0_1-5B,NDVI_4B,EVI_4B,LAI_4B,FPAR_4B,LST_4B,SW_radiation_4B,MOD13Q1_SummaryQA_0_1-4B,MCD15A3H_FparLai_QC_bit0-4B,MCD15A3H_FparLai_QC_3_4-4B,MOD21A1D_QC_0_1-4B,MOD21A1D_QC_4_5-4B,MCD18A1_DSR_Quality_0_1-4B,NDVI_3B,EVI_3B,LAI_3B,FPAR_3B,LST_3B,SW_radiation_3B,MOD13Q1_SummaryQA_0_1-3B,MCD15A3H_FparLai_QC_bit0-3B,MCD15A3H_FparLai_QC_3_4-3B,MOD21A1D_QC_0_1-3B,MOD21A1D_QC_4_5-3B,MCD18A1_DSR_Quality_0_1-3B,NDVI_2B,EVI_2B,LAI_2B,FPAR_2B,LST_2B,SW_radiation_2B,MOD13Q1_SummaryQA_0_1-2B,MCD15A3H_FparLai_QC_bit0-2B,MCD15A3H_FparLai_QC_3_4-2B,MOD21A1D_QC_0_1-2B,MOD21A1D_QC_4_5-2B,MCD18A1_DSR_Quality_0_1-2B,NDVI_1B,EVI_1B,LAI_1B,FPAR_1B,LST_1B,SW_radiation_1B,MOD13Q1_SummaryQA_0_1-1B,MCD15A3H_FparLai_QC_bit0-1B,MCD15A3H_FparLai_QC_3_4-1B,MOD21A1D_QC_0_1-1B,MOD21A1D_QC_4_5-1B,MCD18A1_DSR_Quality_0_1-1B,NDVI_0B,EVI_0B,LAI_0B,FPAR_0B,LST_0B,SW_radiation_0B,MOD13Q1_SummaryQA_0_1-0B,MCD15A3H_FparLai_QC_bit0-0B,MCD15A3H_FparLai_QC_3_4-0B,MOD21A1D_QC_0_1-0B,MOD21A1D_QC_4_5-0B,MCD18A1_DSR_Quality_0_1-0B
1,11/9/2000,-48.82028261,-22.43755706,64,2401,564.4329185,20,5224.357447,2650.316933,,,297.7426794,552.6504122,0,,,2,1,1,5462.397331,3135.977018,,,303.5237765,695.1855546,0,,,1,0,1,5651.08561,3015.555126,,,301.0583796,492.171029,0,,,3,2,1,4861.941242,2733.736535,,,306.1154583,797.648679,0,,,0,0,1,4261.037435,2743.7145,,,309.3534149,821.9029102,0,,,3,2,1,5023.805123,3214.630485,,,315.4564253,866.5048387,0,,,1,3,1
1,11/9/2000,-48.80398687,-22.44655026,64,2401,561.9781475,20,5115.960117,2703.440926,,,298.7966203,555.9985713,0,,,2,3,1,5204.327436,2979.97607,,,304.7150912,698.3125921,0,,,3,3,1,5577.012004,3251.039488,,,299.002819,496.2833326,0,,,0,1,1,5158.999684,3148.653056,,,305.7788357,797.2466242,0,,,1,1,1,5337.307613,3408.566419,,,309.5666919,826.0462512,0,,,1,3,1,5953.110444,4074.411653,,,313.8851475,861.1630997,0,,,1,2,1
1,11/9/2000,-49.3660046,-24.04327947,90,2411,724.6904319,39,4714.757808,2252.510398,,,297.2735395,453.4233289,0,,,1,3,1,5494.400807,2722.151815,,,303.9767316,599.649231,1,,,2,2,1,5559.608682,3200.733138,,,300.6831638,476.9185422,0,,,1,0,1,5992.602831,3423.043726,,,305.6028945,662.0850657,0,,,2,0,1,5946.463904,3663.609077,,,307.0065445,768.1639089,0,,,1,2,1,5529.078114,3762.99226,,,307.3250663,893.4304923,0,,,0,3,1
0,11/9/2000,-50.11251812,-22.63305358,,,565.8705571,15,3826.808109,2074.803525,,,301.8659513,397.8849433,0,,,2,2,1,4616.889908,2438.54493,,,307.7618827,686.2486025,0,,,0,2,1,5645.322058,3531.84478,,,301.8725058,527.6013155,0,,,0,3,1,5668.212993,3426.460681,,,306.4414408,762.8285576,0,,,3,3,1,5578.288627,3986.419584,,,310.1874046,830.1753511,0,,,1,0,1,5883.904747,4183.119817,,,312.7516577,840.5039351,0,,,3,1,1
0,11/9/2000,-48.51351692,-23.13611014,,,696.8531727,9,6836.681868,3282.025609,,,296.2120674,529.8987289,0,,,3,0,1,7476.464828,3760.601723,,,304.6748855,611.8723575,0,,,3,1,1,7740.061097,3864.469333,,,300.2928921,466.1463684,0,,,0,2,1,7563.591053,4613.699099,,,302.4226887,664.0778909,0,,,1,2,1,7625.344372,4579.095558,,,305.5823434,794.8303101,0,,,1,0,1,7523.811848,5062.943365,,,308.3945037,772.6216649,0,,,3,1,1
0,11/9/2000,-48.46860115,-23.54035202,,,624.7034023,15,3818.053309,1820.789607,,,298.3288347,552.0678395,0,,,3,0,1,4382.129916,1943.385642,,,307.6935017,609.8264412,1,,,0,1,1,4867.105355,2820.883826,,,304.6623307,466.7024352,0,,,0,1,1,5155.663955,3251.833676,,,305.8194907,639.3447021,0,,,0,2,1,5632.360054,3453.203127,,,308.2920076,811.3469579,0,,,2,0,1,5545.232137,3897.056276,,,308.304137,777.9228751,0,,,3,1,1
0,11/9/2000,-48.54046638,-20.13573709,,,465.9594813,33,657.4887564,-134.9336956,,,298.8662118,610.5250106,0,,,2,2,1,964.9765564,237.6838609,,,302.9361345,747.8680051,0,,,1,3,1,212.7856452,255.0426144,,,298.9528306,561.8051336,0,,,1,3,1,101.2800583,56.30674096,,,304.2741879,748.1376178,0,,,3,3,1,-236.8333121,49.91694319,,,307.1668197,862.4630558,0,,,1,0,1,410.3508971,164.377439,,,310.4145815,860.081018,3,,,0,3,1
1,11/11/2000,-48.55802107,-22.0463526,54,2317,474.6958274,20,4212.65429,2694.884816,,,301.7941548,590.1867463,0,,,1,1,1,3498.901722,2014.126244,,,308.7380727,648.3616875,0,,,2,1,1,3847.366409,2276.616369,,,308.1314534,592.0520261,0,,,0,1,1,3997.948412,2351.408358,,,311.6193595,817.5852657,0,,,0,3,1,4248.991626,2748.320193,,,313.4488033,853.5581929,0,,,0,3,1,4972.848799,3174.326984,,,320.9254273,860.6063893,0,,,0,1,1
1,11/11/2000,-48.28956463,-21.5661154,87.22194199,2303.466583,626.3050841,20,3047.623331,1668.918648,,,304.9592991,604.2219201,0,,,3,3,1,3741.588184,1933.082774,,,311.7562294,613.3488238,0,,,3,1,1,4334.261512,2430.636917,,,306.5213181,584.1339797,0,,,1,3,1,4650.881368,2776.819446,,,312.5902297,770.3708348,1,,,2,1,1,4819.246268,2838.889661,,,316.9794816,877.545835,0,,,2,1,1,4935.880717,3423.799352,,,316.9599994,809.2480539,0,,,0,1,1
0,11/11/2000,-50.11251812,-22.63305358,,,565.8705571,15,3826.808109,2074.803525,,,302.1315081,277.6998737,0,,,2,2,1,4616.889908,2438.54493,,,307.065406,705.0128732,0,,,3,3,1,5645.322058,3531.84478,,,301.4483016,518.2757888,0,,,2,0,1,5668.212993,3426.460681,,,307.8091485,767.4334227,0,,,2,3,1,5578.288627,3986.419584,,,310.0000676,856.85372,0,,,3,0,1,5883.904747,4183.119817,,,312.5765409,853.5159851,0,,,0,3,1
0,11/11/2000,-48.51351692,-23.13611014,,,696.8531727,9,6836.681868,3282.025609,,,300.624474,458.871115,0,,,2,0,1,7476.464828,3760.601723,,,303.859264,618.9699291,0,,,0,0,1,7740.061097,3864.469333,,,300.4961773,440.3165052,0,,,0,0,1,7563.591053,4613.699099,,,303.2584091,730.917033,0,,,0,0,1,7625.344372,4579.095558,,,305.5485272,783.2986567,0,,,1,2,1,7523.811848,5062.943365,,,308.7086879,806.3103075,0,,,2,1,1
1,11/15/2000,-48.11800778,-21.17850823,35,2159,506.934007,20,4364.457583,2154.68831,,,297.9205348,658.7022906,0,,,3,0,1,5114.402923,2446.385782,,,306.1798157,539.1479578,0,,,0,2,1,5354.91248,2605.856556,,,306.3685986,770.5726097,0,,,2,2,1,5798.576066,2857.904186,,,308.9877444,788.5470858,0,,,0,3,1,4915.0297,2484.318483,,,314.5151552,921.4632476,0,,,2,2,1,5066.916515,3175.001028,,,315.9943491,829.5492927,1,,,3,1,1
0,11/15/2000,-50.11251812,-22.63305358,,,565.8705571,15,3826.808109,2074.803525,,,,132.8461875,0,,,2,3,1,4616.889908,2438.54493,,,307.065406,547.8714534,0,,,0,1,1,5645.322058,3531.84478,,,302.9216353,702.4725646,0,,,3,1,1,5668.212993,3426.460681,,,309.1430282,804.6323591,0,,,3,0,1,5578.288627,3986.419584,,,310.9961339,880.1633607,0,,,3,3,1,5883.904747,4183.119817,,,311.4164559,795.4414208,0,,,1,3,1
1,11/17/2000,-48.92143264,-22.7755958,94,2054,635.5785429,9,6519.121258,3748.642942,,,300.6217878,751.4204246,0,,,2,1,1,7001.92377,3807.271506,,,301.8901071,507.9962446,0,,,0,1,1,6814.825026,4065.280512,,,302.1561915,701.9253167,0,,,0,1,1,6720.595071,3994.042657,,,303.6538188,799.164661,0,,,0,1,1,6901.348451,4446.287453,,,309.2995248,840.5838048,0,,,3,0,1,7223.918695,4195.155894,,,308.2329027,779.916482,0,,,2,0,1
0,11/17/2000,-50.11251812,-22.63305358,,,565.8705571,15,4616.889908,2438.54493,,,304.6888863,747.4383677,0,,,2,1,1,5645.322058,3531.84478,,,306.3745807,549.0009807,0,,,2,3,1,5668.212993,3426.460681,,,305.4285521,710.5433178,0,,,3,3,1,5578.288627,3986.419584,,,308.3662352,814.590791,0,,,1,2,1,5883.904747,4183.119817,,,312.3166556,871.4742917,0,,,1,1,1,6356.470342,4316.111366,,,310.1656032,806.8848404,0,,,1,3,1
1,11/20/2000,-48.9148686,-22.59493816,72,3556,644.2721894,20,3038.207109,1475.052607,,,308.182696,768.7744663,0,,,0,0,1,3165.459874,1735.871564,,,303.4451808,518.9172426,0,,,1,0,1,3342.88357,1841.317615,,,310.4565231,792.163034,0,,,3,0,1,3201.217536,1716.014297,,,312.0377267,843.8355139,0,,,0,2,1,2631.390861,1606.02601,,,315.1214402,847.0710654,0,,,3,2,1,2958.557752,1813.1997,,,317.4262081,840.7200597,0,,,2,0,1
1,11/20/2000,-48.00088698,-20.64790908,91,3555,723.0704058,20,4350.761672,2248.727862,,,307.9409577,794.8178567,0,,,0,0,1,4860.142902,2447.548385,,,308.6636251,579.0003617,0,,,0,1,1,4848.321273,2398.538984,,,308.2184788,795.3733018,0,,,2,0,1,4138.281065,2134.611897,,,315.0238856,813.3807189,0,,,0,2,1,4047.328618,2337.081246,,,318.1001175,834.1649098,1,,,1,1,1,3505.841381,1802.397534,,,315.0768233,743.9501157,0,,,3,2,1
1,11/20/2000,-48.6418173,-23.00412903,46,3557,773.9926856,3,4996.553195,2588.407077,,,306.2311092,763.6710616,0,,,0,0,1,6230.10481,3294.269173,,,303.3851279,483.0322285,0,,,0,2,1,6247.190585,3937.936261,,,305.0319349,698.9666656,0,,,2,2,1,6494.437722,4239.111761,,,307.8034442,784.2444189,0,,,2,0,1,6393.28917,4426.0717,,,311.0170227,782.9107056,0,,,1,2,1,6346.153518,3982.874466,,,311.7659257,783.8142077,0,,,2,1,1
0,11/20/2000,-50.11251812,-22.63305358,,,565.8705571,15,4616.889908,2438.54493,,,307.4058979,760.3071276,0,,,0,0,1,5645.322058,3531.84478,,,303.334041,530.2297419,0,,,2,1,1,5668.212993,3426.460681,,,306.7934835,718.4365197,0,,,1,3,1,5578.288627,3986.419584,,,308.6340056,816.936201,0,,,0,3,1,5883.904747,4183.119817,,,313.2840002,844.6699969,0,,,2,2,1,6356.470342,4316.111366,,,310.8312193,871.262531,0,,,0,1,1
0,11/20/2000,-48.51351692,-23.13611014,,,696.8531727,9,7476.464828,3760.601723,,,304.8982042,625.384145,0,,,1,2,1,7740.061097,3864.469333,,,301.2905723,473.2658691,0,,,0,0,1,7563.591053,4613.699099,,,302.3170619,661.4616156,0,,,0,0,1,7625.344372,4579.095558,,,305.0038818,768.5734163,0,,,3,2,1,7523.811848,5062.943365,,,308.0888182,789.333867,0,,,1,1,1,7734.602212,5291.033886,,,306.2680385,772.4051417,0,,,0,2,1
0,11/20/2000,-48.46860115,-23.54035202,,,624.7034023,15,4382.129916,1943.385642,,,308.5623268,717.9758558,1,,,1,1,1,4867.105355,2820.883826,,,305.0317643,446.4202875,0,,,0,3,1,5155.663955,3251.833676,,,305.6870685,667.3588827,0,,,1,1,1,5632.360054,3453.203127,,,308.8067081,704.2542385,0,,,1,3,1,5545.232137,3897.056276,,,307.6199371,850.8582381,0,,,2,1,1,6608.421119,3788.235852,,,310.5594076,759.5339484,0,,,3,3,1
1,11/22/2000,-48.87901179,-22.39708763,67,2992,552.3160867,9,4564.34681,1976.918904,,,307.6166949,758.0564103,1,,,3,1,1,4769.947015,2233.918351,,,303.6599303,458.5249244,0,,,1,2,1,4717.527874,2258.436671,,,308.8904939,707.5277856,0,,,1,0,1,5061.001342,2684.484602,,,312.8895821,800.0609121,0,,,0,2,1,4944.171528,2753.469528,,,314.9437938,824.1331578,0,,,2,2,1,5028.45862,2532.470635,,,318.0465074,805.3705424,0,,,2,1,1
0,11/22/2000,-50.11251812,-22.63305358,,,565.8705571,15,4616.889908,2438.54493,,,307.7618827,750.538739,0,,,0,0,1,5645.322058,3531.84478,,,301.8725058,532.2536586,0,,,0,3,1,5668.212993,3426.460681,,,306.05406,716.6142921,0,,,2,0,1,5578.288627,3986.419584,,,309.6013533,827.0305352,0,,,0,0,1,5883.904747,4183.119817,,,313.2840002,831.4033109,0,,,2,2,1,6356.470342,4316.111366,,,310.8312193,815.4851246,0,,,0,3,1
1,11/27/2000,-48.72295302,-20.24321481,37,4039,514.8552588,39,2826.33673,1533.412401,,,312.1760249,616.5455275,0,,,2,2,1,3442.844866,1920.237994,,,309.226015,612.8753711,0,,,3,0,1,3965.279147,2165.995024,,,312.197346,784.3308974,0,,,2,1,1,3572.919115,2050.447867,,,317.8696101,882.8276959,0,,,1,0,1,3963.456594,2354.34883,,,322.9693325,876.518415,0,,,2,1,1,4559.772375,2436.827483,,,311.5706522,809.3054571,1,,,1,1,1
1,11/27/2000,-48.59199539,-20.60294305,58,4040,555.0569988,39,5231.242912,3016.298271,,,308.8946458,630.2515613,0,,,1,0,1,6040.994709,3976.395088,,,302.3818606,605.3423118,0,,,3,0,1,6195.058754,3632.71168,,,308.7253013,740.7617799,0,,,1,3,1,4183.164969,2651.09129,,,315.1188406,887.8267637,0,,,2,0,1,3456.919605,2142.428617,,,321.0609518,798.2542015,0,,,1,1,1,3706.23415,2445.181897,,,314.2840866,772.0941319,1,,,3,0,1
1,11/27/2000,-48.88458726,-22.39516051,23,4049,556.0365527,9,5043.146761,2155.476224,,,307.0846711,606.4127626,1,,,1,3,1,5203.009874,2432.03673,,,302.4545093,461.3710827,0,,,1,0,1,5018.80079,2318.292812,,,309.7861335,820.9812551,0,,,3,0,1,5362.551264,2769.884202,,,312.6880756,782.2927431,0,,,1,3,1,5289.089279,2969.195781,,,315.6594832,871.3173343,0,,,3,1,1,5291.660504,2660.256854,,,314.2937874,686.7001275,0,,,2,1,1
1,11/27/2000,-48.34447802,-22.14527786,50.89949749,4047.994975,651.3806937,21,6396.552536,3260.555538,,,306.2735414,569.6420978,0,,,2,1,1,6859.66535,4029.043688,,,302.8081252,575.4176354,0,,,3,0,1,6745.785511,4320.944541,,,307.0700262,800.601835,1,,,1,0,1,7138.9921,4579.012798,,,307.7426515,824.7110516,0,,,0,3,1,6877.331252,4573.614685,,,310.7332413,796.1890742,0,,,2,3,1,7015.787702,4987.56576,,,307.5732195,721.0885339,0,,,1,1,1
0,11/27/2000,-50.11251812,-22.63305358,,,565.8705571,15,4616.889908,2438.54493,,,307.065406,705.0128732,0,,,3,3,1,5645.322058,3531.84478,,,301.4483016,518.2757888,0,,,2,0,1,5668.212993,3426.460681,,,307.8091485,767.4334227,0,,,2,3,1,5578.288627,3986.419584,,,310.0000676,856.85372,0,,,3,0,1,5883.904747,4183.119817,,,312.5765409,853.5159851,0,,,0,3,1,6356.470342,4316.111366,,,310.1131184,796.6920014,0,,,2,3,1
0,11/27/2000,-48.51351692,-23.13611014,,,696.8531727,9,7476.464828,3760.601723,,,303.859264,618.9699291,0,,,0,0,1,7740.061097,3864.469333,,,300.4961773,440.3165052,0,,,0,0,1,7563.591053,4613.699099,,,303.2584091,730.917033,0,,,0,0,1,7625.344372,4579.095558,,,305.5485272,783.2986567,0,,,1,2,1,7523.811848,5062.943365,,,308.7086879,806.3103075,0,,,2,1,1,7734.602212,5291.033886,,,305.901659,668.6212903,0,,,2,1,1
0,11/27/2000,-48.46860115,-23.54035202,,,624.7034023,15,4382.129916,1943.385642,,,306.7970455,618.6611413,1,,,1,0,1,4867.105355,2820.883826,,,306.8506889,461.8170903,0,,,3,3,1,5155.663955,3251.833676,,,307.0303617,686.5094494,0,,,3,3,1,5632.360054,3453.203127,,,307.5607573,799.4555104,0,,,0,3,1,5545.232137,3897.056276,,,308.8886299,808.8616853,0,,,3,2,1,6608.421119,3788.235852,,,310.5301703,609.3120497,0,,,0,2,1
0,11/27/2000,-48.54046638,-20.13573709,,,465.9594813,33,964.9765564,237.6838609,,,302.9361345,622.552092,0,,,0,3,1,212.7856452,255.0426144,,,299.8642056,645.4760238,0,,,2,1,1,101.2800583,56.30674096,,,303.6224262,785.2197391,0,,,2,2,1,-236.8333121,49.91694319,,,307.9831904,865.0316979,0,,,2,2,1,410.3508971,164.377439,,,310.3366756,847.4680885,3,,,2,2,1,1597.599544,558.4266366,,,305.8861425,703.8999543,3,,,1,0,1
1,11/29/2000,-47.33600029,-21.84400546,55,4582,615.4513854,21,5118.48223,2474.280208,,,305.998647,653.1804576,0,,,2,2,1,5746.836914,3041.900727,,,304.2693442,592.0852153,0,,,2,1,1,6028.03088,3308.231243,,,309.0276304,760.3320369,0,,,2,1,1,6460.477413,3550.649108,,,312.7148236,884.1719057,0,,,2,1,1,6974.843728,4589.452691,,,309.8637606,812.5907698,0,,,3,3,1,4905.394751,3109.252944,,,309.7698042,693.01829,0,,,1,0,1
0,11/29/2000,-50.11251812,-22.63305358,,,565.8705571,15,4616.889908,2438.54493,,,307.065406,603.7409809,0,,,2,0,1,5645.322058,3531.84478,,,302.2702088,610.0926455,0,,,0,1,1,5668.212993,3426.460681,,,308.7156961,798.1624358,0,,,3,3,1,5578.288627,3986.419584,,,309.9607154,866.3265675,0,,,1,3,1,5883.904747,4183.119817,,,312.4935565,846.8240983,0,,,1,1,1,6356.470342,4316.111366,,,310.0367778,812.8726447,0,,,2,0,1
